"PROFIT_CENTER_GROUP_CODE","PROFIT_CENTER_GROUP_NAME","PROFIT_CENTER_KEY","PROFIT_CENTER_ID","PROFIT_CENTER_NAME","PC_LEVEL1_SORT","PC_LEVEL1_CATEGORY","PC_LEVEL2_SORT","PC_LEVEL2_CATEGORY","PC_LEVEL3_SORT","PC_LEVEL3_CATEGORY","PC_LEVEL4_SORT","PC_LEVEL4_CATEGORY","PC_LEVEL5_SORT","PC_LEVEL5_CATEGORY","PC_LEVEL6_SORT","PC_LEVEL6_CATEGORY","PC_LEVEL7_SORT","PC_LEVEL7_CATEGORY","PC_LEVEL8_SORT","PC_LEVEL8_CATEGORY","DLC_KEY","DLC_NAME","WAREHOUSE_LOAD_DATE"
"PCMIT-0","MIT-All (Four Levels)","P242005-001","P242005","Mit Network Manager",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242005-001","P242005","Mit Network Manager",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242005-001","P242005","Mit Network Manager",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421215-001","P421215","Education Systems",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421215-001","P421215","Education Systems",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421215-001","P421215","Education Systems",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421215-001","P421215","Education Systems",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242001-001","P242001","Data Warehouse & Administrative Services",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242001-001","P242001","Data Warehouse & Administrative Services",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242001-001","P242001","Data Warehouse & Administrative Services",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242001-001","P242001","Data Warehouse & Administrative Services",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242000-001","P242000","Ois Headquarters",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242000-001","P242000","Ois Headquarters",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242000-001","P242000","Ois Headquarters",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242000-001","P242000","Ois Headquarters",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242972-001","P242972","Cs: Total Capital",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242972-001","P242972","Cs: Total Capital",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242972-001","P242972","Cs: Total Capital",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242972-001","P242972","Cs: Total Capital",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242973-001","P242973","Cs: Total Expense",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242973-001","P242973","Cs: Total Expense",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242973-001","P242973","Cs: Total Expense",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242973-001","P242973","Cs: Total Expense",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242007-001","P242007","Network Strategies",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242007-001","P242007","Network Strategies",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242007-001","P242007","Network Strategies",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242007-001","P242007","Network Strategies",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242008-001","P242008","Network Installation & Projects",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242008-001","P242008","Network Installation & Projects",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242008-001","P242008","Network Installation & Projects",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242008-001","P242008","Network Installation & Projects",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242009-001","P242009","Data Center Operations Services",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242009-001","P242009","Data Center Operations Services",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242009-001","P242009","Data Center Operations Services",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242009-001","P242009","Data Center Operations Services",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242011-001","P242011","Server & System Administration",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242011-001","P242011","Server & System Administration",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242011-001","P242011","Server & System Administration",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242011-001","P242011","Server & System Administration",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242013-001","P242013","Ois Non-Operating Accts",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",300,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242013-001","P242013","Ois Non-Operating Accts",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",310,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242013-001","P242013","Ois Non-Operating Accts",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242013-001","P242013","Ois Non-Operating Accts",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",695,"Enabling Services",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242400-001","P242400","Client Support Headquarters",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242400-001","P242400","Client Support Headquarters",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242400-001","P242400","Client Support Headquarters",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242400-001","P242400","Client Support Headquarters",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242401-001","P242401","Client It Security",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242401-001","P242401","Client It Security",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242401-001","P242401","Client It Security",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242401-001","P242401","Client It Security",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242402-001","P242402","Distributed Support",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242402-001","P242402","Distributed Support",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242402-001","P242402","Distributed Support",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242402-001","P242402","Distributed Support",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242403-001","P242403","Help",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242403-001","P242403","Help",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242403-001","P242403","Help",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242403-001","P242403","Help",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
