"FCLT_ORGANIZATION_HIST_KEY","FISCAL_PERIOD","FCLT_ORGANIZATION_KEY","ORGANIZATION_ID","ORGANIZATION","ORGANIZATION_NAME","FCLT_ORG_PARENT_KEY","ORG_PARENT","FCLT_MAJOR_ORG_KEY","MAJOR_ORG","ORGANIZATION_LEVEL","ORGANIZATION_NUMBER","ORGANIZATION_SORT","ASSIGNABLE","COURSE","DESCRIPTION","WAREHOUSE_LOAD_DATE","DLC_KEY","DLC_NAME","HR_DEPARTMENT_CODE_OLD","HR_ORG_UNIT_ID","HR_DEPARTMENT_NAME"
"209-201508","201508","209","209","OEI&T","OFF ED IN & TECH","152","DUE","129","CHNCLR","5","447100","0101030408","1","","",01-MAR-15,"D_OEIT","Office of Education, Innovation and Technology","447100","10002734","ODL, Strategic Education Initiatives"
"210-201508","201508","210","210","OFPRES","OFF OF PRESIDENT","224","PRES","210","OFPRES","4","401000","0101030900","1","","",01-MAR-15,"D_PRESIDENT","Office of President / Chairman","401000","10000595","Office of the President"
"211-201508","201508","211","211","OFPROV","OFF OF PROVOST","230","PROVST","230","PROVST","4","401800","0101060024","1","","",01-MAR-15,"D_PROVOST","Provost's Office","401800","10000603","Office of the Provost"
"212-201508","201508","212","212","OFS","OFF FACULTY SUPPORT","152","DUE","129","CHNCLR","5","445000","0101030409","1","","",01-MAR-15,"D_OFS","Office of Faculty Support","445000","10002635","Office of Faculty Support"
"213-201508","201508","213","213","OME","OFF OF MINR EDUC","152","DUE","129","CHNCLR","5","441100","0101030415","1","","",01-MAR-15,"D_OME","Office of Minority Education","441100","10000728","Office of Minority Education"
"214-201508","201508","214","214","ORC","OPER RES CENTER","245","S MGMT","230","PROVST","5","247000","0101060160","1","OR","",01-MAR-15,"D_ORC","Operations Research Center","247000","10000574","Operations Research Center"
"215-201508","201508","215","215","OSP","SPONSORED PGMS","163","EXECVP","163","EXECVP","4","391000","0101030654","1","","",01-MAR-15,"D_OSP","Office of Sponsored Programs","391000","10000590","Office of Sponsored Programs"
"216-201508","201508","216","216","OTHMIT","OTHER MIT","224","PRES","216","OTHMIT","3","","0101031200","1","","",01-MAR-15,"D_UNDEF","Undefined - no DLC","","",""
"217-201508","201508","217","217","OTHNON","OTHER NON-MIT","224","PRES","217","OTHNON","3","","0101031500","1","","",01-MAR-15,"D_UNDEF","Undefined - no DLC","","",""
"218-201508","201508","218","218","PARK&T","PARKING & TRANSP","150","DOFADM","163","EXECVP","5","405900","0101030625","1","","",01-MAR-15,"D_PARKING","Parking and Transportation","405900","10000641","Parking and Transportation Office"
"219-201508","201508","219","219","PHYSIC","PHYSICS","246","S SCI","230","PROVST","5","158000","0101060195","1","8","",01-MAR-15,"D_PHYSICS","Physics","158000","10000536","Physics"
"220-201508","201508","220","220","PI","PROFNL INSTITUTE","243","S ENG","230","PROVST","5","061500","0101060130","1","","",01-MAR-15,"D_PI","Professional Institute","061500","10000929","Professional Institute"
"221-201508","201508","221","221","PILM","PICOWER INSTITUTE","246","S SCI","230","PROVST","5","159300","0101060196","1","","",01-MAR-15,"D_PILM","Picower Institute for Learning & Memory","159300","10000542","Picower Institute for Learning & Memory"
"222-201508","201508","222","222","POLICE","CAMPUS POLICE","163","EXECVP","163","EXECVP","4","492900","0101030609","1","","",01-MAR-15,"D_POLICE","MIT Police","492900","10000791","MIT POLICE"
"223-201508","201508","223","223","POLSCI","POLITICAL SCI","244","S H&SS","230","PROVST","5","095500","0101060150","1","17","",01-MAR-15,"D_POLSCI","Political Science","095500","10000368","Political Science"
"224-201508","201508","224","224","PRES","PRESIDENT","105","ALL","224","PRES","2","","0101000000","1","","",01-MAR-15,"D_PRESIDENT","Office of President / Chairman","","",""
"225-201508","201508","225","225","PRESS","MIT PRESS","148","DIRLIB","230","PROVST","5","875000","0101060021","1","","",01-MAR-15,"D_PRESS","MIT Press","875000","10000919","MIT Press"
"226-201508","201508","226","226","PRHSE","PRESIDENTS HOUSE","163","EXECVP","163","EXECVP","4","497400","0101030645","1","","",01-MAR-15,"D_GRAY","Gray House","497400","10000803","Gray House"
"227-201508","201508","227","227","PROCUR","PROCUREMENT","264","VP-FIN","163","EXECVP","5","426000","0101030616","1","","",01-MAR-15,"D_PROCURE","Procurement Office","","",""
"228-201508","201508","228","228","PROPTY","PROPERTY OFFICE","264","VP-FIN","163","EXECVP","5","406800","0101030616","1","","",01-MAR-15,"D_PROPERTY","Property Office","406800","10000651","Property Office"
"229-201508","201508","229","229","PRORES","PROVOST RESERVE","216","OTHMIT","216","OTHMIT","4","010100","0101031203","1","","",01-MAR-15,"D_PROVOST","Provost's Office","","",""
"230-201508","201508","230","230","PROVST","PROVOST","224","PRES","230","PROVST","3","","0101060000","1","","",01-MAR-15,"D_PROVOST","Provost's Office","","",""
"231-201508","201508","231","231","PSFC","PLASMA SCI FSN CTR","266","VP-RES","230","PROVST","5","243000","0101060231","1","","",01-MAR-15,"D_PSFC","Plasma Sciences & Fusion Center","243000","10000569","Plasma Science and Fusion Center"
"232-201508","201508","232","232","PUBSVC","PUBLIC REL SVCS","267","VP-SCP","267","VP-SCP","4","490000","0101090006","1","","",01-MAR-15,"D_VP_SEC_CORP","VP and Secretary of the Corporation","490000","10000789","Office of the VP for Institute Affairs"
"233-201508","201508","233","233","REGIST","REGISTRAR","152","DUE","129","CHNCLR","5","446700","0101030417","1","","",01-MAR-15,"D_REG","Registrar","446700","10000760","Registrar's Office"
"234-201508","201508","234","234","RESDEV","RESOURCE DEVLMNT","263","VP-DEV","163","EXECVP","5","411000","0101030681","1","","",01-MAR-15,"D_RESDEV","Vice President for Resource Development","","",""
"235-201508","201508","235","235","RESDOF","RESIDENCE DOF","238","RLSLAD","129","CHNCLR","6","861400","0101030324","0","","",01-MAR-15,"D_DOF_RESIDENCE","Facilities Residences","","",""
"236-201508","201508","236","236","RESIDE","CAMPUS RESIDENCE","238","RLSLAD","129","CHNCLR","6","861000","0101030318","1","","",01-MAR-15,"D_HOUSING","Housing","861000","10000894","Housing"
"237-201508","201508","237","237","RLE","RES LAB OF ELEC","266","VP-RES","230","PROVST","5","267000","0101060234","1","","",01-MAR-15,"D_RLE","Research Lab Of Electronics","267000","10000578","Research Laboratory of Electronics"
"238-201508","201508","238","238","RLSLAD","RLSLP ADMIN","151","DSL","129","CHNCLR","5","441300","0101030315","1","","",01-MAR-15,"D_SLP","Student Life Programs","441300","10000730","Student Life Programs"
"240-201508","201508","240","240","ROTC-A","ROTC-AEROSPACE","152","DUE","129","CHNCLR","5","187100","0101030418","1","","",01-MAR-15,"D_ROTC","ROTC area","187100","10000556","Aerospace Studies"
"241-201508","201508","241","241","ROTC-M","ROTC-MILITARY SC","152","DUE","129","CHNCLR","5","187500","0101030421","1","","",01-MAR-15,"D_ROTC","ROTC area","187500","10000557","Military Science"
"242-201508","201508","242","242","ROTC-N","ROTC-NAVAL SC","152","DUE","129","CHNCLR","5","187800","0101030424","1","","",01-MAR-15,"D_ROTC","ROTC area","187800","10000558","Naval Science"
"243-201508","201508","243","243","S ENG","SCH OF ENGINEER","230","PROVST","230","PROVST","4","060000","0101060051","1","","",01-MAR-15,"D_DOE","Dean of Engineering","060000","10000284","School of Engineering"
"244-201508","201508","244","244","S H&SS","SCH OF HUM & S S","230","PROVST","230","PROVST","4","090000","0101060135","1","","",01-MAR-15,"D_DHSS","Dean of Humanities & Social Sciences","090000","10000357","School of Humanities, Arts, & Social Sci"
"245-201508","201508","245","245","S MGMT","SCH OF MANAGEMNT","230","PROVST","230","PROVST","4","000031","0101060156","1","","",01-MAR-15,"D_SLOAN","Sloan School of Management","","",""
"246-201508","201508","246","246","S SCI","SCH OF SCIENCE","230","PROVST","230","PROVST","4","150000","0101060162","1","","",01-MAR-15,"D_DEANSCI","Dean Of Science","150000","10000426","School of Science"
"247-201508","201508","247","247","SAP","SCH OF ARCH & PL","230","PROVST","230","PROVST","4","030000","0101060033","1","","",01-MAR-15,"D_DEANARCH","Dean of Architecture","030000","10000267","School of Architecture & Planning"
"248-201508","201508","248","248","SEAGRT","SEA GRANT","199","MECH","230","PROVST","6","266300","0101060123","1","","",01-MAR-15,"D_MECHE","Mechanical Engineering","266300","10000577","MIT Sea Grant College Program"
"249-201508","201508","249","249","SINGAP","SINGAPORE/MIT","243","S ENG","230","PROVST","5","068200","0101060132","1","","",01-MAR-15,"D_SMA","Singapore/MIT Alliance","068200","10000334","Singapore/MIT Alliance"
"250-201508","201508","250","250","SPEC L","SPECTROSCOPY LAB","246","S SCI","230","PROVST","5","159500","0101060198","1","","",01-MAR-15,"D_SPEC","Spectroscopy Laboratory","159500","10000543","Spectroscopy Laboratory"
"251-201508","201508","251","251","SSRCTR","SOCIOTECH SYS RSCH CTR","243","S ENG","230","PROVST","5","069400","0101060072","1","","MIT Socio-technical Systems Research Center",01-MAR-15,"D_SSRC","Sociotechnical Systems Research Center","069400","10000349","Sociotechnical Systems Research Center"
"252-201508","201508","252","252","SSSV","STUDENT SUPP SV","152","DUE","129","CHNCLR","5","441200","0101030426","1","","",01-MAR-15,"D_SSS","Student Support Services","441200","10000729","Student Support Services"
"253-201508","201508","253","253","ST&S","SCI TECH&SOCIETY","244","S H&SS","230","PROVST","5","097000","0101060153","1","STS","",01-MAR-15,"D_STS","Program In Science, Technology & Society","097000","10000370","Prog in Science, Technology, & Society"
"254-201508","201508","254","254","STUACT","STU ACTIVITIES","151","DSL","129","CHNCLR","5","441600","0101030330","1","","",01-MAR-15,"D_SLP","Student Life Programs","441600","10002535","Student Activities"
"255-201508","201508","255","255","STUFIN","STU FINANCE SVCS","152","DUE","129","CHNCLR","5","449000","0101030430","1","","",01-MAR-15,"D_SFS","Student Financial Services","449000","10000768","Student Financial Services"
"256-201508","201508","256","256","STUSVC","STU SERVICES CTR","152","DUE","129","CHNCLR","5","447000","0101030433","1","","",01-MAR-15,"D_SFS","Student Financial Services","","",""
"257-201508","201508","257","257","T&LL","TEACH & LRN LAB","152","DUE","129","CHNCLR","5","441700","0101030435","1","","",01-MAR-15,"D_TLL","Teaching and Learning Lab","441700","10000743","Teaching & Learning Laboratory"
"258-201508","201508","258","258","TCHREV","TECHNOLOGY REVIEW","271","ZORG","271","ZORG","4","876000","0101120010","1","","",01-MAR-15,"D_TECHREVIEW","Technology Review","876000","10000920","Technology Review"
"259-201508","201508","259","259","TERRAS","TERRASCOPE","152","DUE","129","CHNCLR","5","060085","0101030437","1","","",01-MAR-15,"D_ISP","Integrated Studies Program","060085","10000289","Terrascope"
"260-201508","201508","260","260","TPP","TECH & POLICY PRGM","243","S ENG","230","PROVST","5","069900","0101060133","1","","",01-MAR-15,"D_TPP","Technology & Policy Program","069900","10000356","Technology and Policy Program"
"261-201508","201508","261","261","UA&AP","UND ADV&ACAD PR","152","DUE","129","CHNCLR","5","444000","0101030439","1","","",01-MAR-15,"D_UAAP","Undergraduate Advising and Academic Programs","444000","10002634","Undergraduate Advising and Academic Prog"
"262-201508","201508","262","262","US&P","URBAN ST & PLAN","247","SAP","230","PROVST","5","035000","0101060048","1","11","",01-MAR-15,"D_DUSP","Urban Studies & Planning","035000","10000273","Urban Studies & Planning"
"263-201508","201508","263","263","VP-DEV","VP-RESOURCE DEV","163","EXECVP","163","EXECVP","4","410000","0101030675","1","","",01-MAR-15,"D_RESDEV","Vice President for Resource Development","410000","10000658","Vice Pres for Resource Development"
"264-201508","201508","264","264","VP-FIN","VP-FINANCE","163","EXECVP","163","EXECVP","4","422200","0101030657","1","","",01-MAR-15,"D_VPFINANCE","Vice President for Finance","","",""
"265-201508","201508","265","265","VP-HUM","VP-HUMAN RES","163","EXECVP","163","EXECVP","4","409100","0101030660","1","","",01-MAR-15,"D_HR","Human Resources Department","409100","10000655","Vice President for Human Resources"
"266-201508","201508","266","266","VP-RES","VP-RSCH","230","PROVST","230","PROVST","4","401860","0101060204","1","","",01-MAR-15,"D_VPRESOFF","Office of the Vice President of Research","401860","10000935","VP & Dean for Research"
"267-201508","201508","267","267","VP-SCP","VP &SCTY OF CORP","224","PRES","267","VP-SCP","4","402500","0101090003","1","","",01-MAR-15,"D_VP_SEC_CORP","VP and Secretary of the Corporation","402500","10000615","Secretary of the Corporation"
"268-201508","201508","268","268","W&G ST","WOMEN & GENDER STUDIES","244","S H&SS","230","PROVST","5","090010","0101060154","1","21","",01-MAR-15,"D_CMS","Comparative Media Studies/Writing","090010","10004384","MIT Program in Women's & Gender Studies"
"269-201508","201508","269","269","WALLAC","WALLACE ASTRO OB","266","VP-RES","230","PROVST","5","150200","0101060242","1","","",01-MAR-15,"D_WALLACE","Wallace Observatory","","",""
"271-201508","201508","271","271","ZORG","ZORG ICR ONLY","224","PRES","271","ZORG","3","","0101120000","1","","",01-MAR-15,"D_UNDEF","Undefined - no DLC","","",""
"272-201508","201508","272","272","OCR","OFFICE OF CORPORATE RELATIONS","109","APROV","230","PROVST","5","413000","0101060005","1","","Office Of Corporate Relations",01-MAR-15,"D_RESDEV","Vice President for Resource Development","413000","10000671","Corporate Relations/Indust Liaison Prog"
"179-201509","201509","179","179","IS&T","INFO SVCS & TECH","163","EXECVP","163","EXECVP","4","404400","0101030637","1","","",01-APR-15,"D_IS&T","Information Services and Technology","404400","10000621","HQ, Information Systems & Technology"
"180-201509","201509","180","180","ISN","INST SLDR NANOTECH","266","VP-RES","230","PROVST","5","417000","0101060223","1","","",01-APR-15,"D_ISN","Institute for Soldier Nanotechnologies","417000","10000933","Institute for Soldier Nanotechnologies"
"181-201509","201509","181","181","KAVLI","K I FOR AST&SP R","246","S SCI","230","PROVST","5","159600","0101060187","1","","",01-APR-15,"D_CSR","Kavli Institute for Astrophysics & Space Research","159600","10000544","Kavli Inst for Astrophysics & Space Rsrh"
"182-201509","201509","182","182","KIICR","KOCH INS INT C R","246","S SCI","230","PROVST","5","159700","0101060188","1","","",01-APR-15,"D_KI","Koch Institute for Integrative Cancer Research","","",""
"183-201509","201509","183","183","LCS","LAB FOR COMP SC","243","S ENG","230","PROVST","5","068600","0101060096","1","","",01-APR-15,"D_CSAIL","Computer Sciences and Artificial Intelligence Lab","","",""
"184-201509","201509","184","184","LE&ES","LAB FOR E&E SYS","237","RLE","230","PROVST","6","069300","0101060235","1","","",01-APR-15,"D_RLE","Research Lab Of Electronics","069300","10000348","Lab for Electromagnetic Electronic Sys"
"186-201509","201509","186","186","LGO-SDM","LDRS GBL OPS-SYS DSN MGMT","243","S ENG","230","PROVST","5","170000","0101060108","1","","Leaders for Global Operations-Systems Design Management",01-APR-15,"D_LGO","Leaders for Global Operations","170000","10000554","Leaders for Global Operations Program"
"187-201509","201509","187","187","LI&DS","LAB INFO&DEC SYS","243","S ENG","230","PROVST","5","068700","0101060105","1","","",01-APR-15,"D_LIDS","Laboratory for Information & Decision Systems","068700","10000338","Lab for Information & Decision Systems"
"188-201509","201509","188","188","LI&PHL","LING & PHIL","244","S H&SS","230","PROVST","5","094000","0101060147","1","24","",01-APR-15,"D_L&P","Linguistics & Philosophy","094000","10000367","Linguistics & Philosophy"
"189-201509","201509","189","189","LIBRAR","LIBRARIES","148","DIRLIB","230","PROVST","5","271000","0101060018","1","","",01-APR-15,"D_LIBRARIES","Libraries","271000","10000579","Libraries"
"190-201509","201509","190","190","LICENC","TECH LICENSE OFF","109","APROV","230","PROVST","5","404000","0101060004","1","","",01-APR-15,"D_TLO","Techology Licensing Office","404000","10000618","Technology Licensing Office"
"191-201509","201509","191","191","LINCLB","LINCOLN LAB","266","VP-RES","230","PROVST","5","310000","0101060260","1","","",01-APR-15,"D_LINCOLN","Lincoln Laboratory","310000","10000581","Lincoln Laboratory"
"192-201509","201509","192","192","LIST","LIST VIS ART CTR","108","APRART","230","PROVST","5","401812","0101060009","1","","",01-APR-15,"D_LVA","List Visual Arts Center","401812","10000605","List Visual Arts Center"
