"DEGREE_CODE","DEGREE_DESC","DEGREE_DESC_SHORT","DEGREE_TYPE","DEGREE_TYPE_DESC","DEGREE_WEIGHT","FROM_TERM","THRU_TERM","DEPARTMENT","DEPT_NAME_IN_COMMENCEMENT_BK","SCHOOL_NAME_IN_COMMENCEMENT_BK","COURSE","COURSE_LEVEL","IS_DOUBLE_MAJOR","COMMENCEMENT_BK_COURSE_ROMAN","COMMENCEMENT_BK_SEE_ALSO","DEGREE_LAST_ACTIVITY_DATE","COURSE_LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE"
"SMWS7","Master of Science (without specification of Course or School, recommended by the Department of Biology)","Master of Science (w/o spec of field, recommended by Biology)","SM","Master of Science",3,"000000","1985JA","7","Department of Biology","School of Science","7","G","N","Course VII","S.M., Course VII",23-APR-94,23-APR-94,28-OCT-24
"SMWS7","Master of Science (without specification of Course or School, recommended by the Department of Biology)","Master of Science (w/o spec of field, recommended by Biology)","SM","Master of Science",3,"000000","1985JA","7","Department of Biology","School of Science","7 M","G","N","Course VII","S.M., Without Spec.",23-APR-94,23-APR-94,28-OCT-24
"SMWS6","Master of Science (without specification of Course or School, recommended by the Department of Electrical Engineering)","Master of Science (w/o spec of field, recommended by Electrical Engineering)","SM","Master of Science",3,"000000","1975SP","6","Department of Electrical Engineering and Computer Science","School of Engineering","6","G","N","Course VI","S.M., Course VI",23-APR-94,23-APR-94,28-OCT-24
"SMWS6","Master of Science (without specification of Course or School, recommended by the Department of Electrical Engineering)","Master of Science (w/o spec of field, recommended by Electrical Engineering)","SM","Master of Science",3,"000000","1975SP","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 M","G","N","Course VI","S.M., Without Spec.",23-APR-94,23-APR-94,28-OCT-24
"SMWS6","Master of Science (without specification of Course or School, recommended by the Department of Electrical Engineering)","Master of Science (w/o spec of field, recommended by Electrical Engineering)","SM","Master of Science",3,"000000","1975SP","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 A","G","N","Course VI","S.M., Without Spec.",23-APR-94,03-NOV-94,28-OCT-24
"SMWS5","Master of Science (without specification of Course or School, recommended by the Department of Chemistry)","Master of Science (w/o spec of field, recommended by Chemistry)","SM","Master of Science",3,"000000","1985JA","5","Department of Chemistry","School of Science","5 M","G","N","Course V","S.M., Without Spec.",23-APR-94,23-APR-94,28-OCT-24
"SMWS5","Master of Science (without specification of Course or School, recommended by the Department of Chemistry)","Master of Science (w/o spec of field, recommended by Chemistry)","SM","Master of Science",3,"000000","1985JA","5","Department of Chemistry","School of Science","5","G","N","Course V","S.M., Course V",23-APR-94,23-APR-94,28-OCT-24
"SMWS3","Master of Science (without specification of Course or School, recommended by the Department of Metallurgy)","Master of Science (w/o spec of field, recommended by Metallurgy)","SM","Master of Science",3,"000000","1967SU","3","Department of Materials Science and Engineering","School of Engineering","3","G","N","Course III","S.M., Course III",23-APR-94,23-APR-94,28-OCT-24
"SMWS3","Master of Science (without specification of Course or School, recommended by the Department of Metallurgy)","Master of Science (w/o spec of field, recommended by Metallurgy)","SM","Master of Science",3,"000000","1967SU","3","Department of Materials Science and Engineering","School of Engineering","3 M","G","N","Course III","S.M., Without Spec.",23-APR-94,23-APR-94,28-OCT-24
"SMWS3","Master of Science (without specification of Course or School, recommended by the Department of Materials Science and Engineering)","Master of Science (w/o spec of field, recommended by Mats. Sci. and Eng.)","SM","Master of Science",3,"1975SP","1985JA","3","Department of Materials Science and Engineering","School of Engineering","3","G","N","Course III","S.M., Course III",23-APR-94,23-APR-94,28-OCT-24
"SMWS3","Master of Science (without specification of Course or School, recommended by the Department of Materials Science and Engineering)","Master of Science (w/o spec of field, recommended by Mats. Sci. and Eng.)","SM","Master of Science",3,"1975SP","1985JA","3","Department of Materials Science and Engineering","School of Engineering","3 M","G","N","Course III","S.M., Without Spec.",23-APR-94,23-APR-94,28-OCT-24
"SMWS2","Master of Science (without specification of Course or School, recommended by the Department of Mechanical Engineering)","Master of Science (w/o spec of field, recommended by Mechanical Engineering)","SM","Master of Science",3,"000000","1985JA","2","Department of Mechanical Engineering","School of Engineering","2","G","N","Course II","S.M., Course II",23-APR-94,23-APR-94,28-OCT-24
"SMWS2","Master of Science (without specification of Course or School, recommended by the Department of Mechanical Engineering)","Master of Science (w/o spec of field, recommended by Mechanical Engineering)","SM","Master of Science",3,"000000","1985JA","2","Department of Mechanical Engineering","School of Engineering","2 M","G","N","Course II","S.M., Without Spec.",23-APR-94,23-APR-94,28-OCT-24
"SMWS1","Master of Science (without specification of field, recommended by the Department of Civil Engineering)","Master of Science (w/o spec of field, recommended by Civil Engineering)","SM","Master of Science",3,"1985SP","1992SU","1","Department of Civil and Environmental Engineering","School of Engineering","1","G","N","Course I","S.M., Course I",16-OCT-94,28-JUN-94,28-OCT-24
"SMWS1","Master of Science (without specification of field, recommended by the Department of Civil Engineering)","Master of Science (w/o spec of field, recommended by Civil Engineering)","SM","Master of Science",3,"1985SP","1992SU","1","Department of Civil and Environmental Engineering","School of Engineering","1 M","G","N","Course I","S.M., Without Spec.",16-OCT-94,23-APR-94,28-OCT-24
"SM20NB","Master of Science in Nutritional Biochemistry and Metabolism","Master of Science in Nutritional Biochemistry and Metabolism","SM","Master of Science",3,"000000","1987SU","20","Department of Biological Engineering","School of Engineering","20","G","N","Course XX","S.M., Course XX",22-APR-94,21-OCT-94,28-OCT-24
"SM20NE","Master of Science in Neural and Endocrine Regulation","Master of Science in Neural and Endocrine Regulation","SM","Master of Science",3,"000000","1986SP","20","Department of Biological Engineering","School of Engineering","20","G","N","Course XX","S.M., Course XX",22-APR-94,21-OCT-94,28-OCT-24
"SM20FS","Master of Science in Food Science and Technology","Master of Science in Food Science and Technology","SM","Master of Science",3,"000000","1985JA","20","Department of Biological Engineering","School of Engineering","20","G","N","Course XX","S.M., Course XX",22-APR-94,21-OCT-94,28-OCT-24
"SM17A","Master of Science in Political Science and Public Policy","Master of Science in Political Science and Public Policy","SM","Master of Science",3,"1985SP","1990SU","17","Department of Political Science","School of Humanities, Arts, and Social Sciences","17 A","G","N","Course XVII","S.M., Course XVII",22-APR-94,03-MAY-94,28-OCT-24
"SM17A","Master of Science in Political Science and Public Policy","Master of Science in Political Science and Public Policy","SM","Master of Science",3,"1985SP","1990SU","17","Department of Political Science","School of Humanities, Arts, and Social Sciences","17","G","N","Course XVII","S.M., Course XVII",22-APR-94,03-NOV-94,28-OCT-24
"SM15","Master of Science in Industrial Management","Master of Science in Industrial Management","SM","Master of Science",3,"000000","1966SU","15","Sloan School of Management","Sloan School of Management","15 M2","G","N","Course XV","S.M., Course XV",22-APR-94,26-SEP-97,28-OCT-24
"SM15","Master of Science in Industrial Management","Master of Science in Industrial Management","SM","Master of Science",3,"000000","1966SU","15","Sloan School of Management","Sloan School of Management","15 AF2","G","N","Course XV-A","S.M., Course XV-AF2",22-APR-94,16-JAN-07,28-OCT-24
"SM15","Master of Science in Industrial Management","Master of Science in Industrial Management","SM","Master of Science",3,"000000","1966SU","15","Sloan School of Management","Sloan School of Management","15 L2","G","N","Course XV","SM., Course XV",22-APR-94,09-OCT-08,28-OCT-24
"SM15","Master of Science in Industrial Management","Master of Science in Industrial Management","SM","Master of Science",3,"000000","1966SU","15","Sloan School of Management","Sloan School of Management","15 AF","G","N","Course XV-A","S.M., Course XV-AF",22-APR-94,30-MAY-06,28-OCT-24
"SM15","Master of Science in Industrial Management","Master of Science in Industrial Management","SM","Master of Science",3,"000000","1966SU","15","Sloan School of Management","Sloan School of Management","15 JB","G","N","Course XV","S.M., Course XV",22-APR-94,12-MAR-04,28-OCT-24
"SM15","Master of Science in Industrial Management","Master of Science in Industrial Management","SM","Master of Science",3,"000000","1966SU","15","Sloan School of Management","Sloan School of Management","15 D","G","N","Course XV","S.M., Course XV",22-APR-94,15-JUL-94,28-OCT-24
"SM15","Master of Science in Industrial Management","Master of Science in Industrial Management","SM","Master of Science",3,"000000","1966SU","15","Sloan School of Management","Sloan School of Management","15","G","N","Course XV","S.M., Course XV",22-APR-94,27-APR-94,28-OCT-24
"SM15","Master of Science in Industrial Management","Master of Science in Industrial Management","SM","Master of Science",3,"000000","1966SU","15","Sloan School of Management","Sloan School of Management","15 A","G","N","Course XV-A","S.M., Course XV",22-APR-94,23-NOV-93,28-OCT-24
"SM15","Master of Science in Industrial Management","Master of Science in Industrial Management","SM","Master of Science",3,"000000","1966SU","15","Sloan School of Management","Sloan School of Management","15 L","G","N","Course XV","S.M., Course XV",22-APR-94,23-NOV-93,28-OCT-24
"SM15","Master of Science in Industrial Management","Master of Science in Industrial Management","SM","Master of Science",3,"000000","1966SU","15","Sloan School of Management","Sloan School of Management","15 M","G","N","Course XV","S.M., Course XV",22-APR-94,27-APR-94,28-OCT-24
"SM14A","Master of Science in Economics and Engineering","Master of Science in Economics and Engineering","SM","Master of Science",3,"000000","1965SU","14","Department of Economics","School of Humanities, Arts, and Social Sciences","14 A","G","N","Course XIV","S.M., Course XIV",22-APR-94,28-JUN-94,28-OCT-24
"SM14B","Master of Science in Economics and Science","Master of Science in Economics and Science","SM","Master of Science",3,"000000","1965SU","14","Department of Economics","School of Humanities, Arts, and Social Sciences","14 B","G","N","Course XIV","S.M., Course XIV",22-APR-94,28-JUN-94,28-OCT-24
"SM13BS","Master of Science in Shipping and Shipbuilding Management","Master of Science in Shipping and Shipbuilding Management","SM","Master of Science",3,"000000","1982SP","13","Department of Ocean Engineering","School of Engineering","13 B","G","N","Course XIII","S.M., Course XIII",22-APR-94,28-JUN-94,28-OCT-24
"MAR","Master in Architecture","Master in Architecture","SM","Master of Science",3,"000000","999999","4","Department of Architecture","School of Architecture and Planning","4 A","G","N","Course IV","S.M., Course IV",22-APR-94,28-JUN-94,28-OCT-24
"MAR","Master in Architecture","Master in Architecture","SM","Master of Science",3,"000000","999999","4","Department of Architecture","School of Architecture and Planning","4","G","N","Course IV","S.M., Course IV",22-APR-94,28-JUN-94,28-OCT-24
"SM7W","Master of Science in Biology Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Biology Jointly by MIT-WHOI","SM","Master of Science",3,"000000","2004SU","7","Department of Biology","School of Science","7 W","G","N","Course VII","S.M., W.H.O.I.",27-OCT-04,28-JUN-94,28-OCT-24
"SM7W","Master of Science in Biology Jointly by Massachusetts Institute of Technology and Woods Hole Oceanographic Institution","Master of Science in Biology Jointly by MIT-WHOI","SM","Master of Science",3,"000000","2004SU","7","Department of Biology","School of Science","7 WM","G","N","Course VII","S.M., W.H.O.I.",27-OCT-04,23-NOV-93,28-OCT-24
"SM7","Master of Science in Biology","Master of Science in Biology","SM","Master of Science",3,"000000","999999","7","Department of Biology","School of Science","7","G","N","Course VII","S.M., Course VII",22-NOV-93,28-JUN-94,28-OCT-24
