"SIS_COURSE_DESCRIPTION_KEY","COURSE","COURSE_DESCRIPTION","COURSE_DESCRIPTION_LONG","DEPARTMENT","DEPARTMENT_NAME","DEPT_NAME_IN_COMMENCEMENT_BK","SCHOOL_NAME","SCHOOL_NAME_IN_COMMENCEMENT_BK","FROM_TERM","FROM_TERM_DESCRIPTION","THRU_TERM","THRU_TERM_DESCRIPTION","COURSE_OPTION","COURSE_LEVEL","CIP_PROGRAM_CODE","IS_DEGREE_GRANTING","DEFAULT_ULTIMATE_DEGREE","GRADAUTE_LEVEL","GRADUATE_LEVEL","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE"
"7:MBM:G","7 MBM","Microbiology - SM","Biology","7","Biology","Department of Biology","Science","School of Science","2009FA","Fall Term 2008-2009","999999","End of Time","MBM","G","260101","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"7:MSRP:U","7 MSRP","Biology - MSRP Program","Biology","7","Biology","Department of Biology","Science","School of Science","2023SU","Summer Term 2023","999999","End of Time","MSRP","U","260101","N","NDG","","",11-APR-23,28-OCT-24
"7:NIE:G","7 NIE","Biology - Exchange","Biology","7","Biology","Department of Biology","Science","School of Science","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","260101","N","NDG","","",31-MAR-05,28-OCT-24
"7:NIV:G","7 NIV","Biology - Visiting","Biology","7","Biology","Department of Biology","Science","School of Science","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","260101","N","NDG","","",31-MAR-05,28-OCT-24
"7:NIV:U","7 NIV","Biology - Visiting","Biology - Visiting","7","Biology","Department of Biology","Science","School of Science","2007FA","Fall Term 2006-2007","999999","End of Time","NIV","U","260101","N","NDG","","",02-APR-07,28-OCT-24
"7:W:G","7 W","Biology - WHOI","Biology (with Woods Hole Oceanographic Institution)","7","Biology","Department of Biology","Science","School of Science","000000","Beginning of Time","2010SU","Summer Term 2010","W","G","260101","N","NDG","","",04-AUG-23,28-OCT-24
"7:WD:G","7 WD","Biology - Doctoral WHOI","Biology (with Woods Hole Oceanographic Institution)","7","Biology","Department of Biology","Science","School of Science","000000","Beginning of Time","999999","End of Time","WD","G","260101","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"7:WM:G","7 WM","Biology - SM WHOI","Biology (with Woods Hole Oceanographic Institution)","7","Biology","Department of Biology","Science","School of Science","000000","Beginning of Time","999999","End of Time","WM","G","260101","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"8::G","8","Physics","Physics","8","Physics","Department of Physics","Science","School of Science","000000","Beginning of Time","999999","End of Time","","G","400801","N","NDG","","",23-JUL-15,28-OCT-24
"8::U","8","Physics","Physics (Course 8)","8","Physics","Department of Physics","Science","School of Science","000000","Beginning of Time","999999","End of Time","","U","400801","Y","SB","","",12-MAY-20,28-OCT-24
"8:A:U","8 A","Physics with Elec Eng","Physics","8","Physics","Department of Physics","Science","School of Science","000000","Beginning of Time","2007FA","Fall Term 2006-2007","A","U","400801","Y","SB","","",04-SEP-24,28-OCT-24
"8:B:U","8 B","Physics","Physics","8","Physics","Department of Physics","Science","School of Science","2000SU","Summer Term 2000","2007FA","Fall Term 2006-2007","B","U","400801","Y","SB","","",18-NOV-09,28-OCT-24
"8:BP:G","8 BP","Physics - Bridge Prog","Physics","8","Physics","Department of Physics","Science","School of Science","2013FA","Fall Term 2012-2013","999999","End of Time","BP","G","400801","N","NDG","","",23-JUL-15,28-OCT-24
"8:CME:U","8 CME","Physics - Cambridge-MIT","Physics","8","Physics","Department of Physics","Science","School of Science","2005FA","Fall Term 2004-2005","2018SU","Summer Term 2018","CME","U","400801","N","NDG","","",04-AUG-23,28-OCT-24
"8:CMI:U","8 CMI","Physics - Cambridge-MIT","Physics","8","Physics","Department of Physics","Science","School of Science","2003FA","Fall Term 2002-2003","2004SU","Summer Term 2004","CMI","U","400801","N","NDG","","",25-APR-05,28-OCT-24
"8:D:G","8 D","Physics - Doctoral","Physics","8","Physics","Department of Physics","Science","School of Science","000000","Beginning of Time","999999","End of Time","D","G","400801","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"8:H:G","8 H","Physics - SM pre-HST","Physics","8","Physics","Department of Physics","Science","School of Science","000000","Beginning of Time","1995SU","Summer Term 1995","H","G","400801","Y","SM","Masters","Masters",22-SEP-95,28-OCT-24
"8:M:G","8 M","Physics - SM","Physics","8","Physics","Department of Physics","Science","School of Science","000000","Beginning of Time","999999","End of Time","M","G","400801","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"8:NIE:G","8 NIE","Physics - Exchange","Physics","8","Physics","Department of Physics","Science","School of Science","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","400801","N","NDG","","",31-MAR-05,28-OCT-24
"8:NIE:U","8 NIE","Physics - Exchange","Physics","8","Physics","Department of Physics","Science","School of Science","2014SU","Summer Term 2014","999999","End of Time","NIE","U","400801","N","NDG","","",19-AUG-20,28-OCT-24
"8:NIV:G","8 NIV","Physics - Visiting","Physics","8","Physics","Department of Physics","Science","School of Science","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","400801","N","NDG","","",31-MAR-05,28-OCT-24
"8:NIV:U","8 NIV","Physics - Visiting","Physics","8","Physics","Department of Physics","Science","School of Science","2007SP","Spring Term 2006-2007","999999","End of Time","NIV","U","400801","N","NDG","","",30-AUG-07,28-OCT-24
"9::G","9","Brain and Cognitive Sciences","Brain and Cognitive Sciences","9","Brain and Cognitive Sciences","Department of Brain and Cognitive Sciences","Science","School of Science","000000","Beginning of Time","999999","End of Time","","G","261501","N","NDG","","",23-JUL-15,28-OCT-24
"9::U","9","Brain & Cognitive Sciences","Brain and Cognitive Sciences (Course 9)","9","Brain and Cognitive Sciences","Department of Brain and Cognitive Sciences","Science","School of Science","1997FA","Fall Term 1996-1997","999999","End of Time","","U","261501","Y","SB","","",12-MAY-20,28-OCT-24
"9:BP:G","9 BP","Brain & Cog Sci - Bridge Prog","Brain and Cognitive Science","9","Brain and Cognitive Sciences","Department of Brain and Cognitive Sciences","Science","School of Science","2015FA","Fall Term 2014-2015","999999","End of Time","BP","G","261501","N","NDG","","",23-JUL-15,28-OCT-24
"9:CD:G","9 CD","Cognitive Science - Doctor","Brain and Cognitive Sciences (Cognitive Science)","9","Brain and Cognitive Sciences","Department of Brain and Cognitive Sciences","Science","School of Science","2003FA","Fall Term 2002-2003","999999","End of Time","CD","G","302501","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"9:D:G","9 D","Brain & Cognitive Sci - Doctor","Brain and Cognitive Sciences","9","Brain and Cognitive Sciences","Department of Brain and Cognitive Sciences","Science","School of Science","000000","Beginning of Time","2003FA","Fall Term 2002-2003","D","G","261501","Y","DOC","Doctoral","Doctoral",04-AUG-23,28-OCT-24
"9:M:G","9 M","Brain & Cognitive Sci - SM","Brain and Cognitive Sciences","9","Brain and Cognitive Sciences","Department of Brain and Cognitive Sciences","Science","School of Science","000000","Beginning of Time","999999","End of Time","M","G","261501","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"9:ND:G","9 ND","Neuroscience - Doctor","Brain and Cognitive Sciences (Neuroscience)","9","Brain and Cognitive Sciences","Department of Brain and Cognitive Sciences","Science","School of Science","2003FA","Fall Term 2002-2003","999999","End of Time","ND","G","261501","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"9:NIE:G","9 NIE","Brain & Cog Sci - Exchange","Brain and Cognitive Sciences","9","Brain and Cognitive Sciences","Department of Brain and Cognitive Sciences","Science","School of Science","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","261501","N","NDG","","",14-OCT-10,28-OCT-24
"9:NIV:G","9 NIV","Brain & Cog Sci - Visiting","Brain and Cognitive Sciences","9","Brain and Cognitive Sciences","Department of Brain and Cognitive Sciences","Science","School of Science","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","261501","N","NDG","","",14-OCT-10,28-OCT-24
"9:NIV:U","9 NIV","Brain & Cog Sci - Visiting","Brain & Cognitive Science - Visiting","9","Brain and Cognitive Sciences","Department of Brain and Cognitive Sciences","Science","School of Science","2007FA","Fall Term 2006-2007","999999","End of Time","NIV","U","261501","N","NDG","","",14-OCT-10,28-OCT-24
"ASP:10:G","ASP 10","Chemical Engineering - Special","Chemical Engineering - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","10","G","140701","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:11:G","ASP 11","Urb St & Plan - Special","Urban Studies and Planning - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","11","G","040301","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:12:G","ASP 12","Earth & Plan Sciences - Specia","Earth, Atmospheric, and Planetary Sciences","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","12","G","400601","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:14:G","ASP 14","Economics - Special","Economics - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","14","G","450603","N","NDG","","",08-OCT-19,28-OCT-24
"ASP:15:G","ASP 15","Management - Special","Management - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","15","G","520101","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:16:G","ASP 16","Aero/Astro - Special","Aeronautics and Astronautics","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","16","G","140201","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:17:G","ASP 17","Political Science - Special","Political Science - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","17","G","451001","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:18:G","ASP 18","Mathematics - Special","Mathematics - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","18","G","270101","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:1:G","ASP 1","Civil & Env Eng - Special","Civil and Environmental Engineering - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","1","G","140801","N","NDG","","",26-JUN-15,28-OCT-24
"ASP:20:G","ASP 20","Bio Engineering - Special","Biological Engineering - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","20","G","140501","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:21:G","ASP 21","Comp Media Studies - Special","Comparative Media Studies - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","21","G","090102","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:21G:G","ASP 21G","Global Stud & Lang - Special","Global Studies and Languages - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2016FA","Fall Term 2015-2016","999999","End of Time","21G","G","160101","N","NDG","","",26-JUN-15,28-OCT-24
"ASP:21W:G","ASP 21W","Writing - Special","Writing and Humanistic Studies - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","21W","G","090499","N","NDG","","",26-JUN-15,28-OCT-24
"ASP:22:G","ASP 22","Nuclear Sci & Eng - Special","Nuclear Science and Enginnering - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","22","G","142301","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:24:G","ASP 24","Ling & Phil - Special","Linguistics and Philosophy - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","24","G","160102","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:2:G","ASP 2","Mechanical Eng - Special","Mechanical Engineering - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","2","G","141901","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:3:G","ASP 3","Mat Sci & Eng - Special","Material Science and Engineering - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","3","G","141801","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:4:G","ASP 4","Architecture - Special","Architecture - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","4","G","040201","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:5:G","ASP 5","Chemistry  - Special","Chemistry - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","5","G","400501","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:6:G","ASP 6","EECS - Special","Electrical Engineering and Computer Science - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","6","G","141001","N","NDG","","",13-AUG-24,28-OCT-24
"ASP:7:G","ASP 7","Biology - Special","Biology - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","7","G","260101","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:8:G","ASP 8","Physics - Special","Physics - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","8","G","400801","N","NDG","","",03-DEC-14,28-OCT-24
"ASP:9:G","ASP 9","Brain & Cog Sci - Special","Brain and Cognitive Sciences - Special","ASP","Advanced Study Program","","Engineering","School of Engineering","2015JA","January Term 2014-2015","999999","End of Time","9","G","261501","N","NDG","","",03-DEC-14,28-OCT-24
"ASP::G","ASP","Advanced Study Program","Advanced Study Program","ASP","Advanced Study Program","","Engineering","School of Engineering","2004FA","Fall Term 2003-2004","999999","End of Time","","G","149999","N","NDG","","",03-JAN-07,28-OCT-24
