"HR_ORG_UNIT_KEY","HR_ORG_UNIT_ID","HR_ORG_UNIT_TITLE","HR_ORG_UNIT_LEVEL","HR_DEPARTMENT_CODE","HR_DEPARTMENT_ABBR","HR_DEPARTMENT_CODE_OLD","HR_DEPARTMENT_NAME","HR_DEPARTMENT_NAME_LONG","HR_DEPARTMENT_NAME_ALPHA","ORG_HIER_SCHOOL_AREA_NAME","ORG_HIER_TOP_LEVEL_NAME","ORG_HIER_ROOT_NAME","HR_ORG_LEVEL1_ID","HR_ORG_LEVEL1_SORT","HR_ORG_LEVEL1_NAME","HR_ORG_LEVEL2_ID","HR_ORG_LEVEL2_SORT","HR_ORG_LEVEL2_NAME","HR_ORG_LEVEL3_ID","HR_ORG_LEVEL3_SORT","HR_ORG_LEVEL3_NAME","HR_ORG_LEVEL4_ID","HR_ORG_LEVEL4_SORT","HR_ORG_LEVEL4_NAME","HR_ORG_LEVEL5_ID","HR_ORG_LEVEL5_SORT","HR_ORG_LEVEL5_NAME","DLC_KEY","WAREHOUSE_LOAD_DATE"
"O10005160","10005160","Inst for Medical Eng. and Science Prof","DEPARTMENTS","10005160","HR-060004","060004","Inst for Medical Eng. and Science Prof","Inst for Medical Eng. and Science Prof","Inst for Medical Eng. and Science Prof","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10005160","438","Inst for Medical Eng. and Science Prof","","","","D_DOE",03-OCT-24
"O10005183","10005183","Infrastructure Business Operations","DEPARTMENTS","10005183","HR-591040-A","591040","Infrastructure Business Operations","Dof Facilities & Administration","Dof Facilities & Administration","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10005261","445","Dof Finance & Administration Area","10005183","439","Infrastructure Business Operations","D_FACILITIES",03-OCT-24
"O10005233","10005233","Open Learning, ODL, Micromasters","DEPARTMENTS","10005233","HR-405029","405029","Open Learning, ODL, Micromasters","Open Learning, ODL, Micromasters","Open Learning, ODL, Micromasters","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005259","10005259","Student Disability Services","DEPARTMENTS","10005259","HR-501212","501212","Student Disability Services","Student Disability Services","Student Disability Services","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002885","303","Student Support and Wellbeing Area","10005259","443","Student Disability Services","D_DSL:HQ",03-OCT-24
"O10005260","10005260","Violence Prevention and Response","DEPARTMENTS","10005260","HR-501210","501210","Violence Prevention and Response","Violence Prevention and Response","Violence Prevention and Response","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002885","303","Student Support and Wellbeing Area","10005260","444","Violence Prevention and Response","D_DSL:HQ",03-OCT-24
"O10005262","10005262","Dof Applications & Information Tech Serv","DEPARTMENTS","10005262","HR-591040-B","591040","Dof Applications & Information Tech Serv","Dof Applications & Information Tech Serv","Dof Applications & Information Tech Serv","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10005261","445","Dof Finance & Administration Area","10005262","446","Dof Applications & Information Tech Serv","D_FACILITIES",03-OCT-24
"O10005263","10005263","Dof Business Sys, Reporting & Analytics","DEPARTMENTS","10005263","HR-591040-C","591040","Dof Business Sys, Reporting & Analytics","Dof Business Sys, Reporting & Analytics","Dof Business Sys, Reporting & Analytics","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10005261","445","Dof Finance & Administration Area","10005263","447","Dof Business Sys, Reporting & Analytics","D_FACILITIES",03-OCT-24
"O10005267","10005267","Dof Campus Services","DEPARTMENTS","10005267","HR-591302-A","591302","Dof Campus Services","Dof Campus Services","Dof Campus Services","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005410","468","Dof Campus Services & Maintenance Area","D_FACILITIES",03-OCT-24
"O10005269","10005269","Dof Recycling & Materials Management","DEPARTMENTS","10005269","HR-591302-B","591302","Dof Recycling & Materials Management","Dof Recycling & Materials Management","Dof Recycling & Materials Management","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005410","468","Dof Campus Services & Maintenance Area","D_FACILITIES",03-OCT-24
"O10005270","10005270","Dof Fleet Management","DEPARTMENTS","10005270","HR-591302-C","591302","Dof Fleet Management","Dof Fleet Management","Dof Fleet Management","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005410","468","Dof Campus Services & Maintenance Area","D_FACILITIES",03-OCT-24
"O10005272","10005272","Office of Security Operations","DEPARTMENTS","10005272","HR-591028-A","591028","Office of Security Operations","Office of Security Operations","Office of Security Operations","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10002458","263","Campus Services area","10005272","456","Office of Security Operations","D_FACILITIES",03-OCT-24
"O10005273","10005273","Office of Emerg Mgmt & Bus Continuity","DEPARTMENTS","10005273","HR-591302-D","591302","Office of Emerg Mgmt & Bus Continuity","Office of Emerg Mgmt & Bus Continuity","Office of Emerg Mgmt & Bus Continuity","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10002458","263","Campus Services area","10005273","457","Office of Emerg Mgmt & Bus Continuity","D_FACILITIES",03-OCT-24
"O10005283","10005283","NewCo","DEPARTMENTS","10005283","HR-404520","404520","NewCo","NewCo","NewCo","Executive Vice President Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10005283","458","NewCo","","","","","","","D_THEENGINE",03-OCT-24
"O10005333","10005333","J-WAFS Seed Accounts","DEPARTMENTS","10005333","HR-402411","402411","J-WAFS Seed Accounts","J-WAFS Seed Accounts","J-WAFS Seed Accounts","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005333","462","J-WAFS Seed Accounts","","","","D_J-WAFS",03-OCT-24
"O10005383","10005383","Alumni Association HR & STM","DEPARTMENTS","10005383","HR-871121","871121","Alumni Association HR & STM","Alumni Association HR & STM","Alumni Association HR & STM","Alumni Association Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004183","366","Alumni Association Area","10005383","464","Alumni Association HR & STM","","","","D_ALUM",03-OCT-24
"O10005409","10005409","Dof Utilities Projects","DEPARTMENTS","10005409","HR-591030-A","591030","Dof Utilities Projects","Dof Utilities Projects","Dof Utilities Projects","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005408","466","Dof Utilities Area","D_FACILITIES",03-OCT-24
"O10005410","10005410","Dof Campus Services & Maintenance Area","ORGANIZATION LEVEL","","","","","","","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005410","468","Dof Campus Services & Maintenance Area","",03-OCT-24
"O10005412","10005412","Dof Area Managers","DEPARTMENTS","10005412","HR-591022-B","591022","Dof Area Managers","Dof Area Managers","Dof Area Managers","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005410","468","Dof Campus Services & Maintenance Area","D_FACILITIES",03-OCT-24
"O10005413","10005413","Dof Campus Services & Maintenance","DEPARTMENTS","10005413","HR-591022-C","591022","Dof Campus Services & Maintenance","Dof Campus Services & Maintenance","Dof Campus Services & Maintenance","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005410","468","Dof Campus Services & Maintenance Area","D_FACILITIES",03-OCT-24
"O10005433","10005433","MIT International Inc","DEPARTMENTS","10005433","HR-404201","404201","MIT International Inc","MIT International Inc","MIT International Inc","Major Agreements Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10003583","339","Major Agreements Area","10005433","472","MIT International Inc","","","","D_OMA",03-OCT-24
"O10005459","10005459","Materials Research Laboratory","DEPARTMENTS","10005459","HR-417500","417500","Materials Research Laboratory","Materials Research Laboratory","Materials Research Laboratory","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005608","496","Materials Research Laboratory Area","10005459","474","Materials Research Laboratory","D_MRL",03-OCT-24
"O10005483","10005483","MIT Sandbox Innovation Program","DEPARTMENTS","10005483","HR-061210","061210","MIT Sandbox Innovation Program","MIT Sandbox Innovation Program","MIT Sandbox Innovation Program","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10005483","475","MIT Sandbox Innovation Program","","","","D_MECHE",03-OCT-24
"O10005509","10005509","LBGTQ+, Women and Gender Services","DEPARTMENTS","10005509","HR-441311","441311","LBGTQ+, Women and Gender Services","LBGTQ+, Women and Gender Services","LBGTQ+, Women and Gender Services","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002858","298","Diversity and Community Involvement Area","10005509","477","LBGTQ+, Women and Gender Services","D_D&CI",03-OCT-24
"O10005510","10005510","Care Team","DEPARTMENTS","10005510","HR-442052","442052","Care Team","Care Team","Care Team","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002885","303","Student Support and Wellbeing Area","10005510","478","Care Team","D_SSWB",03-OCT-24
"O10005512","10005512","Housing Area","ORGANIZATION LEVEL","","","","","","","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10005512","480","Housing Area","","","","",03-OCT-24
"O10005533","10005533","Residential Education","DEPARTMENTS","10005533","HR-0001910","000191","Residential Education","Residential Education","Residential Education","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10000223","31","Residential Education Area","10005533","481","Residential Education","D_RE",03-OCT-24
"O10005559","10005559","Open Learning, J-WEL Area","ORGANIZATION LEVEL","","","","","","","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","",03-OCT-24
"O10005560","10005560","Open Learning, J-WEL Research Area","ORGANIZATION LEVEL","","","","","","","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","",03-OCT-24
"O10005562","10005562","Open Learning, Res & Eng, J-WEL","DEPARTMENTS","10005562","HR-405036","405036","Open Learning, Res & Eng, J-WEL","Open Learning, Res & Eng, J-WEL","Open Learning, Res & Eng, J-WEL","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005563","10005563","Open Learning, J-WEL, Membership","DEPARTMENTS","10005563","HR-405047","405047","Open Learning, J-WEL, Membership","Open Learning, J-WEL, Membership","Open Learning, J-WEL, Membership","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005567","10005567","Open Learning, Playful Journey Lab","DEPARTMENTS","10005567","HR-447104","447104","Open Learning, Playful Journey Lab","Open Learning, Playful Journey Lab","Open Learning, Playful Journey Lab","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005569","10005569","Solve","DEPARTMENTS","10005569","HR-401874","401874","Solve","Solve","Solve","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10005569","493","Solve","","","","D_SOLVE",03-OCT-24
