"ACADEMIC_YEAR","SUBJECT_ID","SUBJECT_CODE","SUBJECT_NUMBER","SOURCE_SUBJECT_ID","PRINT_SUBJECT_ID","IS_PRINTED_IN_BULLETIN","DEPARTMENT_CODE","DEPARTMENT_NAME","EFFECTIVE_TERM_CODE","SUBJECT_SHORT_TITLE","SUBJECT_TITLE","IS_VARIABLE_UNITS","LECTURE_UNITS","LAB_UNITS","PREPARATION_UNITS","TOTAL_UNITS","DESIGN_UNITS","GRADE_TYPE","GRADE_TYPE_DESC","GRADE_RULE","GRADE_RULE_DESC","HGN_CODE","HGN_DESC","HGN_EXCEPT","GIR_ATTRIBUTE","GIR_ATTRIBUTE_DESC","COMM_REQ_ATTRIBUTE","COMM_REQ_ATTRIBUTE_DESC","TUITION_ATTRIBUTE","TUITION_ATTRIBUTE_DESC","WRITE_REQ_ATTRIBUTE","WRITE_REQ_ATTRIBUTE_DESC","SUPERVISOR_ATTRIBUTE","SUPERVISOR_ATTRIBUTE_DESC","PREREQUISITES","SUBJECT_DESCRIPTION","JOINT_SUBJECTS","SCHOOL_WIDE_ELECTIVES","MEETS_WITH_SUBJECTS","EQUIVALENT_SUBJECTS","IS_OFFERED_THIS_YEAR","IS_OFFERED_FALL_TERM","IS_OFFERED_IAP","IS_OFFERED_SPRING_TERM","IS_OFFERED_SUMMER_TERM","FALL_INSTRUCTORS","SPRING_INSTRUCTORS","STATUS_CHANGE","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE","MASTER_SUBJECT_ID","HASS_ATTRIBUTE","HASS_ATTRIBUTE_DESC","TERM_DURATION","GLOBAL_REGIONS","GLOBAL_COUNTRIES","ON_LINE_PAGE_NUMBER","SO_SUBJECT_ID","SO_TERM_CODE","SO_TERM_DESCRIPTION","SO_CLUSTER_TYPE","SECTION_ID","IS_MASTER_SECTION","IS_LECTURE_SECTION","IS_LAB_SECTION","IS_RECITATION_SECTION","IS_DESIGN_SECTION","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","MEET_TIME","MEET_PLACE"
"2020","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2018FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Develops the fundamentals of feedback control using linear transfer function system models.  Analysis in time and frequency domains.   Design in the s-plane (root locus) and in the frequency domain (loop shaping).  Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers.  Discrete and digital hybrid systems and use of z-plane design.  Extended design case studies and capstone group projects. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.140","","Y","N","N","Y","N","D. L. Trumper, K. Youcef-Toumi","D. L. Trumper, K. Youcef-Toumi","",01-NOV-18,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2020SP","Spring Term 2019-2020","M","000,B02,B01,B03,L01","N,N,N,N,Y","N,N,N,Y,N","Y,N,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","W2-5,R2-5,T2-5,MW9.30-11","1-004,1-004,1-004,3-370"
"2021","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2018FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Develops the fundamentals of feedback control using linear transfer function system models.  Analysis in time and frequency domains.   Design in the s-plane (root locus) and in the frequency domain (loop shaping).  Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers.  Discrete and digital hybrid systems and use of z-plane design.  Extended design case studies and capstone group projects. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.140","","Y","N","N","Y","N","D. L. Trumper, K. Youcef-Toumi","D. L. Trumper, K. Youcef-Toumi","",31-OCT-19,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2021SP","Spring Term 2020-2021","M","000,B01,L01,B02,B03","N,N,N,N,Y","N,N,N,N,Y","Y,Y,N,Y,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","T2-5,W2-5,MW9.30-11,R2-5","VIRTUAL,VIRTUAL,VIRTUAL,VIRTUAL"
"2022","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2018FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Develops the fundamentals of feedback control using linear transfer function system models.  Analysis in time and frequency domains.   Design in the s-plane (root locus) and in the frequency domain (loop shaping).  Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers.  Discrete and digital hybrid systems and use of z-plane design.  Extended design case studies and capstone group projects. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.140","","Y","N","N","Y","N","D. L. Trumper, K. Youcef-Toumi","D. L. Trumper, K. Youcef-Toumi","",29-OCT-20,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2022SP","Spring Term 2021-2022","M","000,B01,L01,B03,B02","N,N,N,N,Y","N,N,N,N,Y","Y,Y,N,Y,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","T2-5,R2-5,MW9.30-11,W2-5","1-004,1-004,3-370,1-004"
"2023","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2018FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Develops the fundamentals of feedback control using linear transfer function system models.  Analysis in time and frequency domains.   Design in the s-plane (root locus) and in the frequency domain (loop shaping).  Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers.  Discrete and digital hybrid systems and use of z-plane design.  Extended design case studies and capstone group projects. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.140","","Y","N","N","Y","N","D. L. Trumper, K. Youcef-Toumi","D. L. Trumper, K. Youcef-Toumi","",28-OCT-21,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2023SP","Spring Term 2022-2023","M","000,B01,B02,B03,L01","N,N,N,N,Y","N,N,N,Y,N","Y,N,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","T2-5,R2-5,W2-5,MW9.30-11","1-004,1-004,1-004,3-370"
"2024","2.14","2","14","2.14","2.14","Y","2","Mechanical Engineering","2018FA","Analysis & Design Fdbk Ctrl","Analysis and Design of Feedback Control Systems","N",3,3,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.004","Develops the fundamentals of feedback control using linear transfer function system models.  Analysis in time and frequency domains.   Design in the s-plane (root locus) and in the frequency domain (loop shaping).  Describing functions for stability of certain non-linear systems.  Extension to state variable systems and multivariable control with observers.  Discrete and digital hybrid systems and use of z-plane design.  Extended design case studies and capstone group projects. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.","","","2.140","","Y","N","N","Y","N","D. L. Trumper, K. Youcef-Toumi","D. L. Trumper, K. Youcef-Toumi","",27-OCT-22,28-OCT-24,"2.14","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.14","2024SP","Spring Term 2023-2024","M","000,B01,B03,B02,L01","N,N,N,N,Y","N,N,N,Y,N","Y,N,Y,Y,N","N,N,N,N,N","N,N,N,N,N","Trumper, David,Trumper, David,Trumper, David,Trumper, David,Trumper, David","900020460,900020460,900020460,900020460,900020460","T2-5,W2-5,R2-5,MW9.30-11","1-004,1-004,1-004,3-370"
"2020","2.16","2","16","2.16","2.16","Y","2","Mechanical Engineering","2020FA","Learning Machines","Learning Machines","N",4,0,8,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","2.086, 18.075, and (18.05 or 6.041)","Introduces fundamental concepts and encourages open-ended exploration of the increasingly topical intersection between artificial intelligence and the physical sciences. Energy and information, and their respective optimality conditions are used to define supervised and unsupervised learning algorithms; as well as ordinary and partial differential equations. Subsequently, physical systems with complex constitutive relationships are drawn from elasticity, biophysics, fluid mechanics, hydrodynamics, acoustics, and electromagnetics to illustrate how machine learning-inspired optimization can approximate solutions to forward and inverse problems in these domains.","","","2.168","","Y","N","N","Y","N","G. Barbastathis","G. Barbastathis","New subject",25-APR-19,28-OCT-24,"2.16","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.16","2020SP","Spring Term 2019-2020","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Barbastathis, George,Barbastathis, George","900048257,900048257","MW11-12.30","6-120"
"2012","2.18","2","18","2.18","2.18","Y","2","Mechanical Engineering","2012FA","Biomolecular Feedback Systems","Biomolecular Feedback Systems","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","H","High Graduate","","","","","","","","","","","","18.03, GIR:BIOL, or permission of instructor","","","","2.180","","Y","N","N","Y","N","D. Del Vecchio","D. Del Vecchio","New subject",07-JUN-11,28-OCT-24,"2.180","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.18","2012SP","Spring Term 2011-2012","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Del Vecchio, Domitilla,Del Vecchio, Domitilla","924304942,924304942","MW9.30-11","5-134"
"2014","2.18","2","18","2.18","2.18","Y","2","Mechanical Engineering","2012FA","Biomolecular Feedback Systems","Biomolecular Feedback Systems","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","H","High Graduate","","","","","","","","","","","","18.03, GIR:BIOL, or permission of instructor","Comprehensive introduction to dynamics and control of biomolecular systems with emphasis on design/analysis techniques from control theory. Provides a review of biology concepts, regulation mechanisms, and models. Covers basic enabling technologies, engineering principles for designing biological functions, modular design techniques, and design limitations. Students taking graduate version complete additional assignments.","","","2.180","","Y","N","N","Y","N","D. Del Vecchio","D. Del Vecchio","",24-OCT-12,28-OCT-24,"2.180","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.18","2014SP","Spring Term 2013-2014","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Del Vecchio, Domitilla,Del Vecchio, Domitilla","924304942,924304942","MW9.30-11","1-132"
"2015","2.18","2","18","2.18","2.18","Y","2","Mechanical Engineering","2012FA","Biomolecular Feedback Systems","Biomolecular Feedback Systems","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","H","High Graduate","","","","","","","","","","","","18.03, GIR:BIOL, or permission of instructor","Comprehensive introduction to dynamics and control of biomolecular systems with emphasis on design/analysis techniques from control theory. Provides a review of biology concepts, regulation mechanisms, and models. Covers basic enabling technologies, engineering principles for designing biological functions, modular design techniques, and design limitations. Students taking graduate version complete additional assignments.","","","2.180","","Y","N","N","Y","N","D. Del Vecchio","D. Del Vecchio","",23-OCT-13,28-OCT-24,"2.180","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.18","2015SP","Spring Term 2014-2015","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Del Vecchio, Domitilla,Del Vecchio, Domitilla","924304942,924304942","MW9.30-11","1-132"
"2016","2.18","2","18","2.18","2.18J","Y","2","Mechanical Engineering","2016FA","Biomolecular Feedback Systems","Biomolecular Feedback Systems","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","G","Graduate","","","","","","","","","","","","18.03, GIR:BIOL, or permission of instructor","Comprehensive introduction to dynamics and control of biomolecular systems with emphasis on design/analysis techniques from control theory. Provides a review of biology concepts, regulation mechanisms, and models. Covers basic enabling technologies, engineering principles for designing biological functions, modular design techniques, and design limitations. Students taking graduate version complete additional assignments.","6.557J","","2.180J, 6.027J","","Y","N","N","Y","N","D. Del Vecchio, R. Weiss","D. Del Vecchio, R. Weiss","",30-SEP-15,28-OCT-24,"2.180","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.18","2016SP","Spring Term 2015-2016","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Del Vecchio, Domitilla,Del Vecchio, Domitilla","924304942,924304942","MW9.30-11","4-261"
"2017","2.18","2","18","2.18","2.18J","Y","2","Mechanical Engineering","2016FA","Biomolecular Feedback Systems","Biomolecular Feedback Systems","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","G","Graduate","","","","","","","","","","","","18.03, GIR:BIOL, or permission of instructor","Comprehensive introduction to dynamics and control of biomolecular systems with emphasis on design/analysis techniques from control theory. Provides a review of biology concepts, regulation mechanisms, and models. Covers basic enabling technologies, engineering principles for designing biological functions, modular design techniques, and design limitations. Students taking graduate version complete additional assignments.","6.557J","","2.180J, 6.027J","","Y","N","N","Y","N","D. Del Vecchio, R. Weiss","D. Del Vecchio, R. Weiss","",20-OCT-15,28-OCT-24,"2.180","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.18","2017SP","Spring Term 2016-2017","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Del Vecchio, Domitilla,Del Vecchio, Domitilla","924304942,924304942","MW9.30-11","4-261"
"2019","2.18","2","18","2.18","2.18J","Y","2","Mechanical Engineering","2016FA","Biomolecular Feedback Systems","Biomolecular Feedback Systems","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","G","Graduate","","","","","","","","","","","","GIR:BIOL, 18.03, or permission of instructor","Comprehensive introduction to dynamics and control of biomolecular systems with emphasis on design/analysis techniques from control theory. Provides a review of biology concepts, regulation mechanisms, and models. Covers basic enabling technologies, engineering principles for designing biological functions, modular design techniques, and design limitations. Students taking graduate version complete additional assignments.","6.557J","","2.180J, 6.027J","","Y","N","N","Y","N","D. Del Vecchio, R. Weiss","D. Del Vecchio, R. Weiss","",04-OCT-18,28-OCT-24,"2.180","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.18","2019SP","Spring Term 2018-2019","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Del Vecchio, Domitilla,Del Vecchio, Domitilla","924304942,924304942","MW9.30-11","5-234"
"2020","2.18","2","18","2.18","2.18J","Y","2","Mechanical Engineering","2016FA","Biomolecular Feedback Systems","Biomolecular Feedback Systems","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","G","Graduate","","","","","","","","","","","","GIR:BIOL, 18.03, or permission of instructor","Comprehensive introduction to dynamics and control of biomolecular systems with emphasis on design/analysis techniques from control theory. Provides a review of biology concepts, regulation mechanisms, and models. Covers basic enabling technologies, engineering principles for designing biological functions, modular design techniques, and design limitations. Students taking graduate version complete additional assignments.","6.557J","","2.180J, 6.027J","","Y","N","N","Y","N","D. Del Vecchio, R. Weiss","D. Del Vecchio, R. Weiss","",07-OCT-19,28-OCT-24,"2.180","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.18","2020SP","Spring Term 2019-2020","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Del Vecchio, Domitilla,Del Vecchio, Domitilla","924304942,924304942","MW9.30-11","4-261"
"2021","2.18","2","18","2.18","2.18J","Y","2","Mechanical Engineering","2016FA","Biomolecular Feedback Systems","Biomolecular Feedback Systems","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","G","Graduate","","","","","","","","","","","","GIR:BIOL, 18.03, or permission of instructor","Comprehensive introduction to dynamics and control of biomolecular systems with emphasis on design/analysis techniques from control theory. Provides a review of biology concepts, regulation mechanisms, and models. Covers basic enabling technologies, engineering principles for designing biological functions, modular design techniques, and design limitations. Students taking graduate version complete additional assignments.","6.557J","","2.180J, 6.027J","","Y","N","N","Y","N","D. Del Vecchio, R. Weiss","D. Del Vecchio, R. Weiss","",31-OCT-19,28-OCT-24,"2.180","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.18","2021SP","Spring Term 2020-2021","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Del Vecchio, Domitilla,Del Vecchio, Domitilla","924304942,924304942","MW9.30-11","VIRTUAL"
"2022","2.18","2","18","2.18","2.18J","Y","2","Mechanical Engineering","2016FA","Biomolecular Feedback Systems","Biomolecular Feedback Systems","N",3,0,9,12,0,"L","Letter graded","N","Not repeatable for credit","G","Graduate","","","","","","","","","","","","GIR:BIOL, 18.03, or permission of instructor","Comprehensive introduction to dynamics and control of biomolecular systems with emphasis on design/analysis techniques from control theory. Provides a review of biology concepts, regulation mechanisms, and models. Covers basic enabling technologies, engineering principles for designing biological functions, modular design techniques, and design limitations. Students taking graduate version complete additional assignments.","6.557J","","2.180J, 6.027J","","Y","N","N","Y","N","D. Del Vecchio, R. Weiss","D. Del Vecchio, R. Weiss","",29-OCT-20,28-OCT-24,"2.180","","","Full Term Subject","","","http://student.mit.edu/catalog/m2a.html","2.18","2022SP","Spring Term 2021-2022","M","000,L01","N,Y","N,Y","N,N","N,N","N,N","Del Vecchio, Domitilla,Del Vecchio, Domitilla","924304942,924304942","MW9.30-11","4-265"
