"FCLT_BUILDING_HIST_KEY","FISCAL_PERIOD","FCLT_BUILDING_KEY","BUILDING_NUMBER","PARENT_BUILDING_NUMBER","PARENT_BUILDING_NAME","PARENT_BUILDING_NAME_LONG","BUILDING_NAME_LONG","EXT_GROSS_AREA","ASSIGNABLE_AREA","NON_ASSIGNABLE_AREA","SITE","CAMPUS_SECTOR","ACCESS_LEVEL_CODE","ACCESS_LEVEL_NAME","BUILDING_TYPE","OWNERSHIP_TYPE","BUILDING_USE","OCCUPANCY_CLASS","BUILDING_HEIGHT","COST_CENTER_CODE","COST_COLLECTOR_KEY","LATITUDE_WGS","LONGITUDE_WGS","EASTING_X_SPCS","NORTHING_Y_SPCS","BUILDING_SORT","BUILDING_NAMED_FOR","BUILDING_NAME","DATE_BUILT","DATE_ACQUIRED","DATE_OCCUPIED","WAREHOUSE_LOAD_DATE","NUM_OF_ROOMS"
"NW16-201508","201508","NW16","NW16","","","","Plasma Science And Fusion Center (NW16)",50148.39,31346.41,14440.37,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","34.00","1841600","1841600",42.360032100799899,-71.098715324899899,764622.83609600004,2956479.9839900001,"NW16","","PLASMA SCIENCE & FUSION CENTER (NW16)",01-JUN-80,01-APR-66,01-MAY-81,01-MAR-15,171
"NW17-201508","201508","NW17","NW17","","","","Plasma Science And Fusion Center (NW17)",45397.46,27622.94,12314.36,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","33.80","1841700","1841700",42.359856375900002,-71.099142437599895,764507.70102100004,2956415.4034799901,"NW17","","PLASMA SCIENCE & FUSION CENTER (NW17)",31-DEC-23,,,01-MAR-15,154
"NW20-201508","201508","NW20","NW20","","","","Albany Street Generator Shelter",5784.7,5291.98,0,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGF1","28.00","1842000","1842000",42.359283155599897,-71.098466376600001,764691.40409500001,2956207.3697100002,"NW20","","ALBANY ST GENERATOR SHELTER",,,,01-MAR-15,10
"NW21-201508","201508","NW21","NW21","","","","Plasma Science And Fusion Center (NW21)",120136.72,65083.46,44698.29,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","43.60","1842100","1842100",42.359063597199899,-71.099146290099895,764508.01709900005,2956126.4939299901,"NW21","","PLASMA SCIENCE & FUSION CENTER (NW21)",31-DEC-99,01-APR-80,01-MAY-80,01-MAR-15,149
"NW22-201508","201508","NW22","NW22","","","","Plasma Science And Fusion Center (NW22)",50118.21,39227.55,5534.67,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","33.70","1842200","1842200",42.359638620600002,-71.099723132400001,764351.12835400004,2956335.3119899901,"NW22","","PLASMA SCIENCE & FUSION CENTER (NW22)",,,17-JAN-92,01-MAR-15,156
"NW30-201508","201508","NW30","NW30","","","","224 Albany Street",85812.19,50160.21,23182.63,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","75.00","1348100","1348100",42.3586472548999,-71.099972867000005,764285.32651200006,2955973.7215900002,"NW30","","224 ALBANY STREET",31-DEC-04,01-OCT-58,01-NOV-58,01-MAR-15,252
"NW35-201508","201508","NW35","NW35","","","","Ashdown House",252835.49,157640.89,58073.35,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","60.00","1345770","1345770",42.358797853399899,-71.101439278499896,763888.73286300001,2956026.7473800001,"NW35","","ASHDOWN HOUSE",01-JAN-08,,01-JUL-08,01-MAR-15,568
"NW61-201508","201508","NW61","NW61","","","","Random Hall",39469.53,25567.13,7590.42,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","48.30","1347400","1347400",42.361844560400002,-71.098285796400006,764735.81395800004,2957141.0276600001,"NW61","","RANDOM HALL",30-DEC-99,,31-DEC-68,01-MAR-15,185
"NW86-201508","201508","NW86","NW86","","","","70 Pacific Street Dormitory",362686.82,251368.74,63800.8,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","106.40","1348300","1348300",42.359720408500003,-71.102218743099897,763676.49545199901,2956361.9617599901,"NW86","","70 PACIFIC STREET DORMITORY",01-FEB-01,,01-AUG-02,01-MAR-15,710
"OC11-201508","201508","OC11","OC11","","","","1 Summer Street",8789.53,6630.71,0,"BOS","OFFCAMPUS",1,"1","SERVICE","LEASED","AER","(NULL)","","1897100","1897100",,,,,"OC11","","1 SUMMER STREET BOSTON MA",,,01-JAN-08,01-MAR-15,2
"OC1A-201508","201508","OC1A","OC1A","","","","Edward Pennell Brooks Center",15136.28,9683.6,3351.5,"END","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","UGR1A3","","","",42.254343329199898,-71.194388672000002,738903.09680199903,2917857.9505699901,"OC01A","EDWARD PENNELL BROOKS","EDWARD PENNELL BROOKS CENTER",31-DEC-82,,31-DEC-83,01-MAR-15,115
"OC20-201508","201508","OC20","OC20","","","","8 Tyler Street",18705.96,18190.1,0,"SOM","OFFCAMPUS",1,"1","SERVICE","LEASED","AER","(NULL)","0.00","","",,,,,"OC20","","8 TYLER STREET",21-MAR-14,,06-FEB-12,01-MAR-15,5
"OC21-201508","201508","OC21","OC21","","","","Wallace Astrophysical Observatory",3109.94,2815.19,0,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGBR3","","","",42.610434591000001,-71.483965104199896,660483.31698200002,3047480.8814400001,"OC21","GEORGE R. WALLACE JR.","WALLACE ASTROPHYSICAL OBSERVATORY",,,14-OCT-71,01-MAR-15,16
"OC22-201508","201508","OC22","OC22","","","","Westford Optics Facility (Haystack)",881.78,794.16,0.03,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGB","","1878000","1878000",42.6118587680999,-71.484673941500006,660292.40228000004,3047999.8853500001,"OC22","","WESTFORD OPTICS FACILITY (HAYSTACK)",,,,01-MAR-15,3
"OC23-201508","201508","OC23","OC23","","","","Wallace Geophysical Observatory",2034.38,1617.25,0,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGB","","1878100","1878100",42.610061447200003,-71.489887910899895,658888.89275999903,3047344.6454799902,"OC23","GEORGE R. WALLACE JR.","WALLACE GEOPHYSICAL OBSERVATORY",,,20-MAY-70,01-MAR-15,6
"OC24-201508","201508","OC24","OC24","","","","Haystack Antenna Facility",9060.39,7042.49,849.63,"HAY","OFFCAMPUS",1,"1","ACADEMIC","LEASED","AER","UGB","","","",42.6130515348,-71.493730352100002,657854.40781700006,3048434.2786599901,"OC24","","HAYSTACK ANTENNA FACILITY",,,01-JAN-80,01-MAR-15,31
"OC25-201508","201508","OC25","OC25","","","","Haystack Observatory",42922.56,32925.58,4266.76,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGB","","","",42.623347432700001,-71.488239495399895,659331.98663399904,3052186.7655199901,"OC25","","HAYSTACK OBSERVATORY",,,,01-MAR-15,155
"OC26-201508","201508","OC26","OC26","","","","Haystack Atmospheric Sciences Building",1396.85,1220.02,30.67,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGB","","","",42.618775815100001,-71.490632754700002,658688.02822700003,3050520.56256,"OC26","","HAYSTACK ATMOSPHERIC SCIENCES BUILDING",,,,01-MAR-15,10
"OC31-201508","201508","OC31","OC31","","","","Katahdin Hill 1",21163.64,13246.98,5884.84,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC31","","KATAHDIN HILL 1",,,,01-MAR-15,95
"OC32-201508","201508","OC32","OC32","","","","Lexington Field House",18635.38,14812.52,2425.79,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC32","","LEXINGTON FIELD HOUSE",,,,01-MAR-15,19
"OC33-201508","201508","OC33","OC33","","","","Annex 3",12421.75,8671.97,2463.49,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC33","","ANNEX 3",,,,01-MAR-15,37
"OC35-201508","201508","OC35","OC35","","","","Annex V",25834.27,16761.01,6385.23,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC35","","ANNEX V",,,,01-MAR-15,91
"NW15-201507","201507","NW15","NW15","","","","Francis Bitter Magnet Laboratory (NW15)",16137.29,14768.86,277.79,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGF1","34.20","1841500","1841500",42.3593490344999,-71.098256602700005,764747.98736300005,2956231.64432,"NW15","DR. FRANCIS BITTER","FRANCIS BITTER MAGNET LAB (NW15)",01-DEC-61,,31-DEC-62,01-FEB-15,11
"NW16-201507","201507","NW16","NW16","","","","Plasma Science And Fusion Center (NW16)",50148.39,31346.41,14440.37,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","34.00","1841600","1841600",42.360032100799899,-71.098715324899899,764622.83609600004,2956479.9839900001,"NW16","","PLASMA SCIENCE & FUSION CENTER (NW16)",01-JUN-80,01-APR-66,01-MAY-81,01-FEB-15,171
"NW17-201507","201507","NW17","NW17","","","","Plasma Science And Fusion Center (NW17)",45397.46,27622.94,12314.36,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","33.80","1841700","1841700",42.359856375900002,-71.099142437599895,764507.70102100004,2956415.4034799901,"NW17","","PLASMA SCIENCE & FUSION CENTER (NW17)",31-DEC-23,,,01-FEB-15,154
"NW20-201507","201507","NW20","NW20","","","","Albany Street Generator Shelter",5784.7,5291.98,0,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGF1","28.00","1842000","1842000",42.359283155599897,-71.098466376600001,764691.40409500001,2956207.3697100002,"NW20","","ALBANY ST GENERATOR SHELTER",,,,01-FEB-15,10
"NW21-201507","201507","NW21","NW21","","","","Plasma Science And Fusion Center (NW21)",120136.72,65083.46,44698.29,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","43.60","1842100","1842100",42.359063597199899,-71.099146290099895,764508.01709900005,2956126.4939299901,"NW21","","PLASMA SCIENCE & FUSION CENTER (NW21)",31-DEC-99,01-APR-80,01-MAY-80,01-FEB-15,149
"NW22-201507","201507","NW22","NW22","","","","Plasma Science And Fusion Center (NW22)",50118.21,39225.78,5534.67,"MIT","NORTHWEST",2,"2","ACADEMIC","OWNED","AER","UGB","33.70","1842200","1842200",42.359638620600002,-71.099723132400001,764351.12835400004,2956335.3119899901,"NW22","","PLASMA SCIENCE & FUSION CENTER (NW22)",,,17-JAN-92,01-FEB-15,157
"NW30-201507","201507","NW30","NW30","","","","224 Albany Street",85812.19,50160.21,23182.63,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","75.00","1348100","1348100",42.3586472548999,-71.099972867000005,764285.32651200006,2955973.7215900002,"NW30","","224 ALBANY STREET",31-DEC-04,01-OCT-58,01-NOV-58,01-FEB-15,252
"NW35-201507","201507","NW35","NW35","","","","Ashdown House",252835.49,157640.89,58073.35,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","60.00","1345770","1345770",42.358797853399899,-71.101439278499896,763888.73286300001,2956026.7473800001,"NW35","","ASHDOWN HOUSE",01-JAN-08,,01-JUL-08,01-FEB-15,568
"NW61-201507","201507","NW61","NW61","","","","Random Hall",39469.53,25567.13,7590.42,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","48.30","1347400","1347400",42.361844560400002,-71.098285796400006,764735.81395800004,2957141.0276600001,"NW61","","RANDOM HALL",30-DEC-99,,31-DEC-68,01-FEB-15,185
"NW86-201507","201507","NW86","NW86","","","","70 Pacific Street Dormitory",362686.82,251368.74,63800.8,"MIT","NORTHWEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","106.40","1348300","1348300",42.359720408500003,-71.102218743099897,763676.49545199901,2956361.9617599901,"NW86","","70 PACIFIC STREET DORMITORY",01-FEB-01,,01-AUG-02,01-FEB-15,710
"OC11-201507","201507","OC11","OC11","","","","1 Summer Street",8789.53,6630.71,0,"BOS","OFFCAMPUS",1,"1","SERVICE","LEASED","AER","(NULL)","","1897100","1897100",,,,,"OC11","","1 SUMMER STREET BOSTON MA",,,01-JAN-08,01-FEB-15,2
"OC1A-201507","201507","OC1A","OC1A","","","","Edward Pennell Brooks Center",15136.28,9683.6,3351.5,"END","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","UGR1A3","","","",42.254343329199898,-71.194388672000002,738903.09680199903,2917857.9505699901,"OC01A","EDWARD PENNELL BROOKS","EDWARD PENNELL BROOKS CENTER",31-DEC-82,,31-DEC-83,01-FEB-15,115
"OC20-201507","201507","OC20","OC20","","","","8 Tyler Street",18705.96,18190.1,0,"SOM","OFFCAMPUS",1,"1","SERVICE","LEASED","AER","(NULL)","0.00","","",,,,,"OC20","","8 TYLER STREET",21-MAR-14,,06-FEB-12,01-FEB-15,5
"OC21-201507","201507","OC21","OC21","","","","Wallace Astrophysical Observatory",3109.94,2815.19,0,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGBR3","","","",42.610434591000001,-71.483965104199896,660483.31698200002,3047480.8814400001,"OC21","GEORGE R. WALLACE JR.","WALLACE ASTROPHYSICAL OBSERVATORY",,,14-OCT-71,01-FEB-15,16
"OC22-201507","201507","OC22","OC22","","","","Westford Optics Facility (Haystack)",881.78,794.16,0.03,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGB","","1878000","1878000",42.6118587680999,-71.484673941500006,660292.40228000004,3047999.8853500001,"OC22","","WESTFORD OPTICS FACILITY (HAYSTACK)",,,,01-FEB-15,3
"OC23-201507","201507","OC23","OC23","","","","Wallace Geophysical Observatory",2034.38,1617.25,0,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGB","","1878100","1878100",42.610061447200003,-71.489887910899895,658888.89275999903,3047344.6454799902,"OC23","GEORGE R. WALLACE JR.","WALLACE GEOPHYSICAL OBSERVATORY",,,20-MAY-70,01-FEB-15,6
"OC24-201507","201507","OC24","OC24","","","","Haystack Antenna Facility",9060.39,7042.49,849.63,"HAY","OFFCAMPUS",1,"1","ACADEMIC","LEASED","AER","UGB","","","",42.6130515348,-71.493730352100002,657854.40781700006,3048434.2786599901,"OC24","","HAYSTACK ANTENNA FACILITY",,,01-JAN-80,01-FEB-15,31
"OC25-201507","201507","OC25","OC25","","","","Haystack Observatory",42922.56,32925.58,4266.76,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGB","","","",42.623347432700001,-71.488239495399895,659331.98663399904,3052186.7655199901,"OC25","","HAYSTACK OBSERVATORY",,,,01-FEB-15,155
"OC26-201507","201507","OC26","OC26","","","","Haystack Atmospheric Sciences Building",1396.85,1220.02,30.67,"HAY","OFFCAMPUS",1,"1","ACADEMIC","OWNED","AER","UGB","","","",42.618775815100001,-71.490632754700002,658688.02822700003,3050520.56256,"OC26","","HAYSTACK ATMOSPHERIC SCIENCES BUILDING",,,,01-FEB-15,10
"OC31-201507","201507","OC31","OC31","","","","Katahdin Hill 1",21163.64,13246.98,5884.84,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC31","","KATAHDIN HILL 1",,,,01-FEB-15,95
"OC32-201507","201507","OC32","OC32","","","","Lexington Field House",18635.38,14812.52,2425.79,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC32","","LEXINGTON FIELD HOUSE",,,,01-FEB-15,19
"OC33-201507","201507","OC33","OC33","","","","Annex 3",12421.75,8671.97,2463.49,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC33","","ANNEX 3",,,,01-FEB-15,37
"OC35-201507","201507","OC35","OC35","","","","Annex V",25834.27,16761.01,6385.23,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC35","","ANNEX V",,,,01-FEB-15,91
"OC36-201507","201507","OC36","OC36","","","","Annex 6",6910.33,4364.63,1851.64,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC36","","ANNEX 6",,,,01-FEB-15,28
"OC40-201507","201507","OC40","OC40","","","","MASS GREEN HIGH PERFORMANCE COMPUTING CENTER",1469.02,1469.03,0,"HOLYOKE","OFFCAMPUS",3,"3","SERVICE","LEASED","AER","(NULL)","0.00","","",,,,,"OC40","","MASS GREEN HIGH PERFORMANCE COMPUTING CENTER",21-MAR-14,,01-NOV-12,01-FEB-15,4
"W51C-201507","201507","W51C","W51C","","","","405 Memorial Drive - Pi Phi",17286.8,10707.53,3946.3,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",42.356186612899897,-71.097241993799898,765027.65080299904,2955080.4874700001,"W51C","","405 MEMORIAL DRIVE",,,,01-FEB-15,85
"W53A-201507","201507","W53A","W53A","","","","J B Carr Indoor Tennis Facility (Office)",1159.47,694.95,259.08,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","12.40","","",42.3569779197,-71.097351458299897,764996.70269199903,2955368.7158300001,"W53A","JASPER B. CARR","CARR INDOOR TENNIS FACILITY (OFFICE)",01-OCT-84,,01-MAY-85,01-FEB-15,10
"W53B-201507","201507","W53B","W53B","","","","J B Carr Indoor Tennis Facility (Office)",140,121.25,0,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","9.00","","",42.356966364400002,-71.0969470836,765106.01835599903,2955365.0210500001,"W53B","","DUPONT TENNIS COURTS (OFFICE)",,,,01-FEB-15,2
"W53C-201507","201507","W53C","W53C","","","","Building W53C",180,0,151.33,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","UGU","","","",,,,,"W53C","","BUILDING W53C",01-OCT-08,,,01-FEB-15,1
"W53D-201507","201507","W53D","W53D","","","","J B Carr Indoor Tennis Facility(Svc)",142.94,112.5,0,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","","","",,,,,"W53D","","CARR INDOOR TENNIS FACILITY(SVC)",,,,01-FEB-15,1
"W57A-201507","201507","W57A","W57A","","","","Building W57A",117,91.07,0,"MIT","WEST",3,"3","SERVICE","OWNED","OTH","UGA1","0.00","","",,,,,"W57A","","BUILDING W57A",21-MAR-14,,,01-FEB-15,1
"W61A-201507","201507","W61A","W61A","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing A)",12634.2,7778.22,2879.06,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61A","","MACGREGOR HOUSE (A)",,,,01-FEB-15,95
"W61B-201507","201507","W61B","W61B","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing B)",12634.2,7796.56,2861.81,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61B","","MACGREGOR HOUSE (B)",,,,01-FEB-15,95
"W61C-201507","201507","W61C","W61C","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing C)",12634.2,7814.56,2844.4,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61C","","MACGREGOR HOUSE (C)",,,,01-FEB-15,95
"W61D-201507","201507","W61D","W61D","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing D)",12498.73,7668.85,2742.54,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61D","","MACGREGOR HOUSE (D)",,,,01-FEB-15,95
"W61E-201507","201507","W61E","W61E","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing E)",11664.6,6694.73,2737.87,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61E","","MACGREGOR HOUSE (E)",,,,01-FEB-15,91
"W61F-201507","201507","W61F","W61F","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing F)",12611.59,8337.02,1778.93,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61F","","MACGREGOR HOUSE (F)",,,,01-FEB-15,102
"W61G-201507","201507","W61G","W61G","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing G)",12942.63,9430.07,1289.78,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61G","","MACGREGOR HOUSE (G)",,,,01-FEB-15,99
"W61H-201507","201507","W61H","W61H","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing H)",13259.73,9390.22,1564.62,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61H","","MACGREGOR HOUSE (H)",,,,01-FEB-15,103
"W61J-201507","201507","W61J","W61J","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing J)",9271.12,6133.88,1247.18,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61J","","MACGREGOR HOUSE (J)",,,,01-FEB-15,75
"W61M-201507","201507","W61M","W61M","W61","MACGREGOR HOUSE","Frank S MacGregor House","Frank S MacGregor House (Wing M)",4827.23,4368.53,24.48,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W61M","","MACGREGOR HOUSE (M)",,,,01-FEB-15,4
"W70A-201507","201507","W70A","W70A","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing A)",24005.53,13173.52,8379.57,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70A","","NEW HOUSE (A)",,,,01-FEB-15,105
"W70B-201507","201507","W70B","W70B","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing B)",16117.42,9959.18,4187.49,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70B","","NEW HOUSE (B)",,,,01-FEB-15,95
"W70C-201507","201507","W70C","W70C","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing C)",17991.16,11584.7,4274.43,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70C","","NEW HOUSE (C)",,,,01-FEB-15,104
"W70D-201507","201507","W70D","W70D","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing D)",16559.95,10065.74,4458.48,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70D","","NEW HOUSE (D)",,,,01-FEB-15,98
"W70E-201507","201507","W70E","W70E","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing E)",17792.83,11278.04,4385.7,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70E","","NEW HOUSE (E)",,,,01-FEB-15,106
"W70F-201507","201507","W70F","W70F","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing F)",15420.13,8893.95,4498.52,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70F","","NEW HOUSE (F)",,,,01-FEB-15,96
"W70G-201507","201507","W70G","W70G","W70","NEW HOUSE","New West Campus Houses","New West Campus Houses (Wing G)",3886.9,1648.29,1972.51,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","","","",,,,,"W70G","","NEW HOUSE (G)",,,,01-FEB-15,15
"W85A-201507","201507","W85A","W85A","W85ABC","WESTGATE (ABC)","Westgate ABC","Westgate A Married Student Housing",4686.42,3725.83,453.68,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85A","","WESTGATE (A)",,,,01-FEB-15,11
"W85B-201507","201507","W85B","W85B","W85ABC","WESTGATE (ABC)","Westgate ABC","Westgate B Married Student Housing",4635.79,3705.6,453.68,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85B","","WESTGATE (B)",,,,01-FEB-15,10
"W85C-201507","201507","W85C","W85C","W85ABC","WESTGATE (ABC)","Westgate ABC","Westgate C Married Student Housing",4661.33,3701.95,454.98,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85C","","WESTGATE (C)",,,,01-FEB-15,10
"W85D-201507","201507","W85D","W85D","W85DE","WESTGATE (DE)","Westgate DE","Westgate D Married Student Housing",4667.7,3713.09,454.55,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85D","","WESTGATE (D)",,,,01-FEB-15,10
"W85E-201507","201507","W85E","W85E","W85DE","WESTGATE (DE)","Westgate DE","Westgate E Married Student Housing",4653.21,3704.69,449.76,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","(NULL)","","","",,,,,"W85E","","WESTGATE (E)",,,,01-FEB-15,10
